,media,media,rms,rms,desvio_padrao,desvio_padrao
,mean,std,mean,std,mean,std
classe,,,,,,
Healthy,0.004210718657765842,0.031420389792798833,0.26091830669443855,0.013826375936429021,0.25898550690858735,0.013981218795813573
Bearing,0.04675142022449627,0.04472201797219149,0.23380534794250427,0.018476233789108863,0.22459593090215466,0.019654884321469657
Flywheel,0.001563823753188821,0.04770792853519877,0.2321002784420389,0.019278964155891802,0.22710100878411224,0.019977365819870183
LIV,0.06273576567559325,0.04104237732559542,0.20577663521993692,0.02221888255066968,0.1921091537413793,0.017838978358526582
LOV,0.038998112656638474,0.04851757970108419,0.2304847114873932,0.020005557463158144,0.22184917787328964,0.02102872151804545
NRV,-0.006997008655411309,0.04477448061050536,0.19283536565708484,0.01415585854892586,0.1875032589127353,0.013546854549294985
Piston,0.01573715246422012,0.04562445827754174,0.22877906064746284,0.020065616154048192,0.22356954243373614,0.020959786080523294
Riderbelt,0.004600575297498581,0.03937643792154084,0.19558469955964927,0.018894382700349446,0.19151185989828626,0.019205587386879705
